prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Bohol,2025,28.15931510925293,28.73607635498047,29.48442840576172,2028,Low Risk,1.325113296508789,28.16901397705078,0.5670623779296875,Stable
Bohol,2026,28.396203994750977,29.152809143066406,30.04386329650879,2028,Low Risk,1.6476593017578125,28.16901397705078,0.983795166015625,Stable
Bohol,2027,28.75361061096191,29.699949264526367,30.69470977783203,2028,Low Risk,1.9410991668701207,28.16901397705078,1.530935287475586,Stable
Bohol,2028,29.072757720947266,30.114269256591797,31.151458740234375,2028,Low Risk,2.0787010192871094,28.16901397705078,1.9452552795410156,Stable
Bukidnon,2023,20.023624420166016,21.59990692138672,24.235729217529297,2028,Low Risk,4.212104797363281,24.58333396911621,-2.983427047729492,Decreasing
Bukidnon,2024,19.723264694213867,21.761306762695312,24.7591552734375,2028,Low Risk,5.035890579223633,24.58333396911621,-2.8220272064208984,Decreasing
Bukidnon,2025,19.79532241821289,22.26996803283691,25.73321533203125,2028,Low Risk,5.937892913818359,24.58333396911621,-2.3133659362793004,Decreasing
Bukidnon,2026,20.04813575744629,22.979265213012695,26.987838745117188,2028,Low Risk,6.939702987670898,24.58333396911621,-1.6040687561035156,Stable
Bukidnon,2027,20.370769500732425,23.771217346191406,28.318758010864254,2028,Low Risk,7.947988510131829,24.58333396911621,-0.8121166229248047,Stable
Bukidnon,2028,20.632598876953125,24.4384765625,29.431947708129883,2028,Low Risk,8.799348831176758,24.58333396911621,-0.14485740661621094,Stable
Bulacan,2023,42.562522888183594,44.74119567871094,47.51670455932617,2028,Moderate Risk,4.954181671142578,41.63568878173828,3.1055068969726562,Increasing
Bulacan,2024,44.41145706176758,47.76367950439453,51.038299560546875,2028,Moderate Risk,6.626842498779297,41.63568878173828,6.12799072265625,Increasing
Bulacan,2025,45.69552230834961,48.83479309082031,52.03895568847656,2028,Moderate Risk,6.343433380126953,41.63568878173828,7.199104309082031,Increasing
Bulacan,2026,45.886531829833984,48.913291931152344,52.06578063964844,2028,Moderate Risk,6.179248809814453,41.63568878173828,7.2776031494140625,Increasing
Bulacan,2027,45.97465515136719,49.022483825683594,52.18806076049805,2028,Moderate Risk,6.213405609130859,41.63568878173828,7.3867950439453125,Increasing
Bulacan,2028,46.082008361816406,49.196773529052734,52.40327453613281,2028,Moderate Risk,6.321266174316406,41.63568878173828,7.561084747314453,Increasing
Cagayan,2023,29.19722557067871,31.04619789123535,33.386539459228516,2028,Low Risk,4.189313888549805,31.391586303710938,-0.34538841247558594,Stable
Cagayan,2024,29.11077880859375,31.24864959716797,34.02213668823242,2028,Low Risk,4.911357879638672,31.391586303710938,-0.14293670654296875,Stable
Cagayan,2025,29.041793823242188,31.40193748474121,34.54803466796875,2028,Low Risk,5.5062408447265625,31.391586303710938,0.010351181030273438,Stable
Cagayan,2026,29.00662612915039,31.531627655029297,34.96659469604492,2028,Low Risk,5.959968566894531,31.391586303710938,0.14004135131835938,Stable
Cagayan,2027,28.98441696166992,31.63836097717285,35.29336929321289,2028,Low Risk,6.308952331542972,31.391586303710938,0.24677467346191406,Stable
Cagayan,2028,28.954967498779297,31.72348403930664,35.556976318359375,2028,Low Risk,6.602008819580078,31.391586303710938,0.3318977355957031,Stable
Camarines Norte,2023,22.64545440673828,26.78217315673828,32.13286209106445,2028,Low Risk,9.487407684326172,21.64179039001465,5.140382766723633,Increasing
Camarines Norte,2024,22.263614654541016,26.506298065185547,31.88044548034668,2028,Low Risk,9.616830825805664,21.64179039001465,4.864507675170898,Increasing
Camarines Norte,2025,22.20301055908203,26.398929595947266,31.65365219116211,2028,Low Risk,9.450641632080078,21.64179039001465,4.757139205932617,Increasing
Camarines Norte,2026,22.192909240722656,26.319969177246097,31.465435028076172,2028,Low Risk,9.272525787353516,21.64179039001465,4.678178787231449,Increasing
Camarines Norte,2027,22.14390563964844,26.22586441040039,31.302021026611328,2028,Low Risk,9.158115386962887,21.64179039001465,4.584074020385742,Increasing
Camarines Norte,2028,22.06166648864746,26.122371673583984,31.15729331970215,2028,Low Risk,9.095626831054688,21.64179039001465,4.480581283569336,Increasing
Camarines Sur,2023,19.314367294311523,21.832111358642575,25.094226837158203,2028,Low Risk,5.77985954284668,21.22762107849121,0.6044902801513636,Stable
Camarines Sur,2024,21.12940216064453,24.2276611328125,27.95428466796875,2028,Low Risk,6.824882507324219,21.22762107849121,3.000040054321289,Increasing
Camarines Sur,2025,21.863834381103516,25.00939178466797,28.726428985595703,2028,Low Risk,6.8625946044921875,21.22762107849121,3.781770706176758,Increasing
Camarines Sur,2026,21.942975997924805,25.09444808959961,28.751541137695312,2028,Low Risk,6.808565139770508,21.22762107849121,3.8668270111083984,Increasing
Camarines Sur,2027,21.855125427246097,25.03178024291992,28.67813491821289,2028,Low Risk,6.823009490966793,21.22762107849121,3.8041591644287074,Increasing
Camarines Sur,2028,21.737354278564453,24.940940856933594,28.599130630493164,2028,Low Risk,6.861776351928711,21.22762107849121,3.713319778442383,Increasing
Camiguin,2023,16.4003963470459,19.423362731933594,23.700050354003903,2028,Low Risk,7.299654006958004,16.94915199279785,2.474210739135742,Increasing
