prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon
Palawan,2028,26.98478126525879,28.827869415283203,31.043094635009766,2028
Pampanga,2023,44.12896728515625,48.3087043762207,53.58464813232422,2028
Pampanga,2024,43.65961456298828,47.967872619628906,53.30328369140625,2028
Pampanga,2025,43.31852340698242,47.6973991394043,53.038536071777344,2028
Pampanga,2026,43.03496170043945,47.46329116821289,52.804473876953125,2028
Pampanga,2027,42.78913497924805,47.25588607788086,52.59684753417969,2028
Pampanga,2028,42.57328414916992,47.07099914550781,52.41301345825195,2028
Pangasinan,2023,41.1164436340332,43.28654861450195,45.97990036010742,2028
Pangasinan,2024,40.929840087890625,43.157798767089844,45.818668365478516,2028
Pangasinan,2025,40.73255920410156,43.00540542602539,45.70001220703125,2028
Pangasinan,2026,40.56365203857422,42.8741569519043,45.60596466064453,2028
Pangasinan,2027,40.41813659667969,42.76304626464844,45.52440643310547,2028
Pangasinan,2028,40.290191650390625,42.6673698425293,45.4511604309082,2028
Quezon,2023,30.16966438293457,31.93111801147461,34.456787109375,2028
Quezon,2024,29.932579040527344,31.767112731933594,34.22142791748047,2028
Quezon,2025,29.725839614868164,31.618253707885742,34.10659408569336,2028
Quezon,2026,29.57952308654785,31.503477096557617,34.021976470947266,2028
Quezon,2027,29.469457626342773,31.413419723510742,33.95075988769531,2028
Quezon,2028,29.379539489746094,31.33989715576172,33.888851165771484,2028
Quirino,2023,21.504901885986328,24.36233901977539,27.84967803955078,2028
Quirino,2024,21.06382179260254,24.091882705688477,27.823150634765625,2028
Quirino,2025,20.67833709716797,23.842012405395508,27.735061645507812,2028
